"","INCIDENT_ADDRESS","BOROUGH","COMMUNITY_BOARD","POLICE_PRECINCT","CITY_COUNCIL_DISTRICT","BBL","CREATED_DATE","STATUS","RESOLUTION_ACTION","CLOSED_DATE","X_COORDINATE","Y_COORDINATE","dispatched","resolution","date","responseTime","dow","weekday","latlong","count"
"1597","57 CLINTON STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1003490025,"03/27/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/09/2017",988456,201440,1,"Cleaning crew dispatched.  Property cleaned.","2017/03",74,"Monday",1,"988456,201440",2
"1599","1986 AMSTERDAM AVENUE","MANHATTAN","12 MANHATTAN","Precinct 33",7,1021170038,"02/14/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/08/2017",1000463,243034,1,"Cleaning crew dispatched.  Property cleaned.","2017/02",114,"Tuesday",1,"1000463,243034",1
"1600","453 WEST   54 STREET","MANHATTAN","04 MANHATTAN","Precinct 18",3,1010640001,"02/24/2017","Closed","Cleaning crew dispatched.  Property cleaned.","04/19/2017",987408,218578,1,"Cleaning crew dispatched.  Property cleaned.","2017/02",54,"Friday",1,"987408,218578",1
"1602","3908 BROADWAY","MANHATTAN","12 MANHATTAN","Precinct 33",7,1021220058,"10/06/2017","Closed","Cleaning crew dispatched.  Property cleaned.","11/03/2017",1000320,244620,1,"Cleaning crew dispatched.  Property cleaned.","2017/10",28,"Friday",1,"1000320,244620",2
"1603","473 WEST BROADWAY","MANHATTAN","02 MANHATTAN","Precinct 1",1,1005150012,"08/05/2017","Closed","Cleaning crew dispatched.  Property cleaned.","11/03/2017",984184,203975,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",90,"Saturday",1,"984184,203975",1
"1604","73 EAST    7 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004490044,"10/16/2017","Closed","Cleaning crew dispatched.  Cannot locate property.","11/02/2017",987929,204288,1,"Cleaning crew dispatched.  Cannot locate property.","2017/10",17,"Monday",1,"987929,204288",1
"1605","18 ORCHARD STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1002987502,"08/18/2017","Closed","Cleaning crew dispatched.  Property cleaned.","10/25/2017",986562,199889,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",68,"Friday",1,"986562,199889",1
"1606","158 EAST  110 STREET","MANHATTAN","11 MANHATTAN","Precinct 23",8,1016370048,"09/26/2017","Closed","Cleaning crew dispatched.  Property cleaned.","10/20/2017",999797,228763,1,"Cleaning crew dispatched.  Property cleaned.","2017/09",24,"Tuesday",1,"999797,228763",1
"1607","558 WEST  142 STREET","MANHATTAN","09 MANHATTAN","Precinct 30",7,1020730061,"10/02/2017","Closed","Cleaning crew dispatched.  Property cleaned.","10/20/2017",997857,239514,1,"Cleaning crew dispatched.  Property cleaned.","2017/10",18,"Monday",1,"997857,239514",2
"1608","158 WEST   15 STREET","MANHATTAN","04 MANHATTAN","Precinct 13",3,1007900068,"08/05/2017","Closed","Cleaning crew dispatched. No graffiti on property.","10/16/2017",984818,208410,1,"Cleaning crew dispatched. No graffiti on property.","2017/08",72,"Saturday",1,"984818,208410",1
"1609","217 WEST   14 STREET","MANHATTAN","04 MANHATTAN","Precinct 10",3,1007647501,"08/05/2017","Closed","Cleaning crew dispatched.  Property cleaned.","10/13/2017",984132,208469,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",69,"Saturday",1,"984132,208469",1
"1610","51 CATHERINE STREET","MANHATTAN","03 MANHATTAN","Precinct 5",1,1002760056,"07/29/2017","Closed","Cleaning crew dispatched.  Property cleaned.","10/06/2017",985127,198545,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",69,"Saturday",1,"985127,198545",1
"1611","204 EAST   13 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004680011,"07/10/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/28/2017",987773,206120,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",80,"Monday",1,"987773,206120",1
"1612","111 DYCKMAN STREET","MANHATTAN","12 MANHATTAN","Precinct 34",10,1022170051,"07/06/2017","Closed","Cleaning crew dispatched.  Cannot locate property.","08/08/2017",1004993,253348,1,"Cleaning crew dispatched.  Cannot locate property.","2017/07",33,"Thursday",1,"1004993,253348",3
"1613","128 CHRISTOPHER STREET","MANHATTAN","02 MANHATTAN","Precinct 6",3,1005850050,"03/11/2017","Closed","Cleaning crew dispatched. No graffiti on property.","06/13/2017",982550,206362,1,"Cleaning crew dispatched. No graffiti on property.","2017/03",94,"Saturday",1,"982550,206362",1
"1616","461 WEST  125 STREET","MANHATTAN","09 MANHATTAN","Precinct 26",7,1019660141,"07/30/2017","Closed","Cleaning crew dispatched.  Cannot locate property.","10/11/2017",996488,235422,1,"Cleaning crew dispatched.  Cannot locate property.","2017/07",73,"Sunday",0,"996488,235422",1
"1617","344 BROOME STREET","MANHATTAN","02 MANHATTAN","Precinct 5",1,1004780042,"01/10/2018","Open","Site to be cleaned.","",985721,201463,0,"in process","2018/01",NA,"Wednesday",1,"985721,201463",1
"1618","566 7 AVENUE","MANHATTAN","05 MANHATTAN","Precinct 14",3,1010120032,"01/23/2018","Open","Site to be cleaned.","",987653,214347,0,"in process","2018/01",NA,"Tuesday",1,"987653,214347",2
"1619","501 WEST  166 STREET","MANHATTAN","12 MANHATTAN","Precinct 33",10,1021230069,"12/07/2017","Open","Site to be cleaned.","",1001407,244876,0,"in process","2017/12",NA,"Thursday",1,"1001407,244876",1
"1621","2 WEST   33 STREET","MANHATTAN","05 MANHATTAN","Precinct 14",4,1008340048,"12/18/2017","Open","Site to be cleaned.","",988319,211749,0,"in process","2017/12",NA,"Monday",1,"988319,211749",2
"1622","348 WEST BROADWAY","MANHATTAN","02 MANHATTAN","Precinct 1",1,1004767502,"10/08/2017","Open","Site downloaded for cleaning","",983287,202592,0,"in process","2017/10",NA,"Sunday",0,"983287,202592",1
"1623","637 9 AVENUE","MANHATTAN","04 MANHATTAN","Precinct 18",3,1010540036,"01/11/2018","Open","Notice of Intent to Clean and Forever graffiti free form sent","",986647,216242,0,"in process","2018/01",NA,"Thursday",1,"986647,216242",1
"1624","172 DELANCEY STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1003480073,"11/21/2017","Open","Site downloaded for cleaning","",988310,200717,0,"in process","2017/11",NA,"Tuesday",1,"988310,200717",1
"1625","445 AUDOBON AVENUE","MANHATTAN","12 MANHATTAN","Precinct 34",10,1021590001,"11/22/2017","Open","Site downloaded for cleaning","",1003759,249920,0,"in process","2017/11",NA,"Wednesday",1,"1003759,249920",1
"1626","501 WEST  135 STREET","MANHATTAN","09 MANHATTAN","Precinct 30",7,1019880103,"11/22/2017","Open","Site downloaded for cleaning","",997367,237709,0,"in process","2017/11",NA,"Wednesday",1,"997367,237709",1
"1627","52 WEST   27 STREET","MANHATTAN","05 MANHATTAN","Precinct 13",3,1008280076,"10/08/2017","Open","Site downloaded for cleaning","",987051,210684,0,"in process","2017/10",NA,"Sunday",0,"987051,210684",1
"1628","105 1 AVENUE","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004480031,"10/08/2017","Open","Site downloaded for cleaning","",988136,204019,0,"in process","2017/10",NA,"Sunday",0,"988136,204019",1
"1629","500 WEST  178 STREET","MANHATTAN","12 MANHATTAN","Precinct 33",10,1021320037,"01/03/2018","Open","Site to be cleaned.","",1002912,247592,0,"in process","2018/01",NA,"Wednesday",1,"1002912,247592",1
"1630","97 PITT STREET","MANHATTAN","03 MANHATTAN","Precinct 7",2,1003440063,"01/09/2018","Open","Site to be cleaned.","",989182,201187,0,"in process","2018/01",NA,"Tuesday",1,"989182,201187",1
"1632","126 EAST BROADWAY","MANHATTAN","03 MANHATTAN","Precinct 7",1,1002830054,"01/09/2018","Open","Site to be cleaned.","",986455,199370,0,"in process","2018/01",NA,"Tuesday",1,"986455,199370",1
"1633","2153 AMSTERDAM AVENUE","MANHATTAN","12 MANHATTAN","Precinct 33",10,1021110084,"12/07/2017","Open","Site to be cleaned.","",1001524,244936,0,"in process","2017/12",NA,"Thursday",1,"1001524,244936",1
"1634","3645 BROADWAY","MANHATTAN","09 MANHATTAN","Precinct 30",7,1020970027,"12/07/2017","Open","Site to be cleaned.","",998618,241563,0,"in process","2017/12",NA,"Thursday",1,"998618,241563",2
"1635","1279 ST NICHOLAS AVENUE","MANHATTAN","12 MANHATTAN","Precinct 33",10,1021430013,"12/07/2017","Open","Site to be cleaned.","",1001647,247029,0,"in process","2017/12",NA,"Thursday",1,"1001647,247029",1
"1636","549 EAST   13 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004070037,"12/18/2017","Open","Site to be cleaned.","",989927,204934,0,"in process","2017/12",NA,"Monday",1,"989927,204934",1
"1638","213 7 AVENUE","MANHATTAN","04 MANHATTAN","Precinct 13",3,1007980003,"12/18/2017","Open","Site to be cleaned.","",985372,210212,0,"in process","2017/12",NA,"Monday",1,"985372,210212",1
"1639","2296 AMSTERDAM AVENUE","MANHATTAN","12 MANHATTAN","Precinct 33",10,1021300044,"12/19/2017","Open","Site to be cleaned.","",1002421,246570,0,"in process","2017/12",NA,"Tuesday",1,"1002421,246570",1
"1640","106 AVENUE B","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004020036,"12/20/2017","Open","Site to be cleaned.","",989426,203389,0,"in process","2017/12",NA,"Wednesday",1,"989426,203389",2
"1641","421 AUDOBON AVENUE","MANHATTAN","12 MANHATTAN","Precinct 34",10,1021560066,"11/22/2017","Open","Site to be cleaned.","",1003620,249669,0,"in process","2017/11",NA,"Wednesday",1,"1003620,249669",1
"1642","400 WEST   47 STREET","MANHATTAN","04 MANHATTAN","Precinct 18",3,1010560036,"11/02/2017","Open","Site to be cleaned.","",986813,216814,0,"in process","2017/11",NA,"Thursday",1,"986813,216814",1
"1643","159 RIVINGTON STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1003480019,"11/05/2017","Open","Site to be cleaned.","",988311,201286,0,"in process","2017/11",NA,"Sunday",0,"988311,201286",2
"1644","170 LUDLOW STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1004120043,"11/06/2017","Open","Site to be cleaned.","",987692,202170,0,"in process","2017/11",NA,"Monday",1,"987692,202170",1
"1645","220 VARICK STREET","MANHATTAN","02 MANHATTAN","Precinct 6",3,1005280052,"04/07/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/16/2017",982797,204875,1,"Cleaning crew dispatched.  Property cleaned.","2017/04",70,"Friday",1,"982797,204875",1
"1646","128 EAST   32 STREET","MANHATTAN","05 MANHATTAN","Unspecified",2,1008870082,"02/26/2017","Closed","Cleaning crew dispatched. No graffiti on property.","06/08/2017",989506,210797,1,"Cleaning crew dispatched. No graffiti on property.","2017/02",102,"Sunday",0,"989506,210797",1
"1647","528 WEST  162 STREET","MANHATTAN","12 MANHATTAN","Precinct 33",7,1021200018,"07/27/2017","Closed","Cleaning crew dispatched.  Property cleaned.","10/17/2017",1000619,244021,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",82,"Thursday",1,"1000619,244021",1
"1648","132 VERMILYEA AVENUE","MANHATTAN","12 MANHATTAN","Precinct 34",10,1022350028,"08/08/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/14/2017",1006089,255017,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",37,"Tuesday",1,"1006089,255017",2
"1649","1566 ST NICHOLAS AVENUE","MANHATTAN","12 MANHATTAN","Precinct 34",10,1021580033,"02/22/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/11/2017",1003513,250384,1,"Cleaning crew dispatched.  Property cleaned.","2017/02",201,"Wednesday",1,"1003513,250384",1
"1650","341 8 AVENUE","MANHATTAN","04 MANHATTAN","Precinct 10",3,1007510001,"06/23/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/15/2017",985149,211681,1,"Cleaning crew dispatched.  Property cleaned.","2017/06",84,"Friday",1,"985149,211681",1
"1651","94 RIVINGTON STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1004110034,"07/19/2017","Closed","Cleaning crew dispatched.  Property cleaned.","10/05/2017",987399,201655,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",78,"Wednesday",1,"987399,201655",2
"1652","210 EAST    2 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1003850001,"06/05/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/27/2017",988957,202266,1,"Cleaning crew dispatched.  Property cleaned.","2017/06",22,"Monday",1,"988957,202266",1
"1654","1619 2 AVENUE","MANHATTAN","08 MANHATTAN","Precinct 19",5,1015300021,"04/06/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/14/2017",997366,222239,1,"Cleaning crew dispatched.  Property cleaned.","2017/04",69,"Thursday",1,"997366,222239",1
"1656","301 WEST  151 STREET","MANHATTAN","10 MANHATTAN","Precinct 32",9,1020460028,"04/06/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/12/2017",1001051,240470,1,"Cleaning crew dispatched.  Property cleaned.","2017/04",67,"Thursday",1,"1001051,240470",2
"1657","2816 8 AVENUE","MANHATTAN","10 MANHATTAN","Precinct 32",9,1020350001,"03/21/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/12/2017",1000961,240128,1,"Cleaning crew dispatched.  Property cleaned.","2017/03",83,"Tuesday",1,"1000961,240128",2
"1658","205 BLEEKER STREET","MANHATTAN","02 MANHATTAN","Precinct 6",1,1005427501,"02/24/2017","Closed","Cleaning crew dispatched. No graffiti on property.","06/09/2017",983805,205008,1,"Cleaning crew dispatched. No graffiti on property.","2017/02",105,"Friday",1,"983805,205008",1
"1661","101 ALLEN STREET","MANHATTAN","03 MANHATTAN","Precinct 5",1,1004147501,"10/06/2017","Closed","Cleaning crew dispatched.  Property cleaned.","11/09/2017",986850,201137,1,"Cleaning crew dispatched.  Property cleaned.","2017/10",34,"Friday",1,"986850,201137",3
"1664","343 GRAND STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1003100014,"07/29/2017","Closed","Cleaning crew dispatched.  Property cleaned.","10/06/2017",987090,200462,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",69,"Saturday",1,"987090,200462",1
"1665","400 EAST   66 STREET","MANHATTAN","08 MANHATTAN","Precinct 19",5,1014600047,"07/21/2017","Closed","Cleaning crew dispatched. No graffiti on property.","09/29/2017",995760,217568,1,"Cleaning crew dispatched. No graffiti on property.","2017/07",70,"Friday",1,"995760,217568",1
"1666","99 CLINTON STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1003480028,"08/18/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/27/2017",988293,201020,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",40,"Friday",1,"988293,201020",3
"1667","4329 BROADWAY","MANHATTAN","12 MANHATTAN","Precinct 34",10,1021800122,"08/08/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/14/2017",1002350,249863,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",37,"Tuesday",1,"1002350,249863",1
"1668","221 AVENUE A","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004410031,"07/30/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/14/2017",989625,205268,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",46,"Sunday",0,"989625,205268",1
"1669","235 WEST  103 STREET","MANHATTAN","07 MANHATTAN","Precinct 24",6,1018750010,"07/27/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/13/2017",992870,230467,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",48,"Thursday",1,"992870,230467",1
"1670","441 EAST   12 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004400038,"07/30/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/13/2017",989163,205050,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",45,"Sunday",0,"989163,205050",1
"1671","617 2 AVENUE","MANHATTAN","06 MANHATTAN","Precinct 17",2,1009140033,"05/28/2017","Closed","Cleaning crew dispatched.  Property cleaned.","08/04/2017",990890,210547,1,"Cleaning crew dispatched.  Property cleaned.","2017/05",68,"Sunday",0,"990890,210547",1
"1672","60 EAST    3 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004440019,"06/11/2017","Closed","Cleaning crew dispatched.  Property cleaned.","08/03/2017",987315,203480,1,"Cleaning crew dispatched.  Property cleaned.","2017/06",53,"Sunday",0,"987315,203480",1
"1674","231 BOWERY","MANHATTAN","03 MANHATTAN","Precinct 5",1,1004260010,"07/10/2017","Closed","Cleaning crew dispatched.  Property cleaned.","07/28/2017",986110,202410,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",18,"Monday",1,"986110,202410",1
"1675","160 HENRY STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1002710054,"03/13/2017","Closed","Cleaning crew dispatched.  Property cleaned.","04/19/2017",987189,199200,1,"Cleaning crew dispatched.  Property cleaned.","2017/03",37,"Monday",1,"987189,199200",1
