INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE
109 2 AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004620025,07/02/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,08/02/2017,987477,204385
2711 MERMAID AVENUE,BROOKLYN,13 BROOKLYN,Precinct 60,47,3070120042,07/14/2017,Closed,Cleaning crew dispatched. No graffiti on property.,08/02/2017,986057,149011
130 BLEEKER STREET,MANHATTAN,02 MANHATTAN,Precinct 6,01,1005240009,06/08/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/01/2017,984666,204446
188 4 AVENUE,BROOKLYN,06 BROOKLYN,Precinct 78,33,3004270038,06/27/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/26/2017,989151,186468
4623 FIFTH AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007570001,06/16/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/26/2017,981986,175058
6910 FIFTH AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3058730046,06/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/14/2017,978396,170008
28-27 31 STREET,QUEENS,01 QUEENS,Precinct 114,22,4006190023,04/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/15/2017,1006255,219038
712 NOSTRAND AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,36,3012330043,10/15/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/30/2017,998091,184903
5113 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008020004,05/17/2017,Closed,Cleaning crew dispatched.  Owner refused.,07/25/2017,982411,173082
216 HAWTHORNE STREET,BROOKLYN,09 BROOKLYN,Precinct 71,40,3050470006,05/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/25/2017,997351,178890
19 MONROE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1002760009,07/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/15/2017,985458,198485
5116 8 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008020045,07/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/15/2017,983013,172596
98-45 57 AVENUE,QUEENS,04 QUEENS,Precinct 110,21,4019080001,10/06/2017,Closed,Cleaning crew dispatched. No graffiti on property.,11/07/2017,1022771,208216
221 WYCKOFF AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033020008,10/26/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/28/2017,1007685,195041
365 39 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007040041,09/21/2017,Closed,Cleaning crew dispatched.  Property cleaned.,12/07/2017,982331,177216
2890 NOSTRAND AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,45,3076900072,10/23/2017,Closed,Cleaning crew dispatched.  Property cleaned.,12/05/2017,999681,162955
74-01 101 AVENUE,QUEENS,09 QUEENS,Precinct 102,32,4090460035,11/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,12/01/2017,1022195,186830
45-06 39 PLACE,QUEENS,02 QUEENS,Precinct 108,26,4001950032,10/08/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/30/2017,1004949,210125
1080 INTERVALE AVENUE,BRONX,02 BRONX,Precinct 41,17,2027050026,10/01/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/29/2017,1012802,239982
90-17 130 STREET,QUEENS,09 QUEENS,Precinct 102,29,4093580001,10/02/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/29/2017,1033990,193876
264 IRVING AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033090027,10/31/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/27/2017,1007608,194242
1223 COLGATE AVENUE,BRONX,09 BRONX,Precinct 43,17,2037700092,09/22/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/27/2017,1016860,241351
963 LAFAYETTE AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016070001,09/17/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/27/2017,1002756,191386
25-94 38 STREET,QUEENS,01 QUEENS,Precinct 114,22,4006530095,10/31/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/22/2017,1008361,219009
119-20 101 AVENUE,QUEENS,09 QUEENS,Precinct 102,28,4094870010,09/28/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/21/2017,1032591,190722
317 LEFFERTS AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,40,3013210001,10/04/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/17/2017,997926,180598
2670 PITKIN AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3042300019,10/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/16/2017,1019304,185276
306 MARCUS GARVEY BOULEVARD,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018160040,05/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/12/2017,1001213,189551
6110 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3057890041,04/11/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/29/2017,978360,172905
379 WEST  125 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,09,1019520002,05/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/22/2017,997156,234789
1339 PROSPECT AVENUE,BRONX,03 BRONX,Precinct 42,17,2029680008,05/08/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/21/2017,1012610,241528
150 THOMPSON STREET,MANHATTAN,02 MANHATTAN,Precinct 1,01,1005160026,03/01/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/14/2017,983978,204086
832 WASHINGTON AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3011760096,04/27/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/12/2017,994546,184536
43-17 MAIN STREET,QUEENS,07 QUEENS,Precinct 109,20,4051400006,03/27/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/08/2017,1032306,213336
44 EAST    1 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004430055,02/18/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/08/2017,987043,203014
186 DEKALB AVENUE,BROOKLYN,02 BROOKLYN,Precinct 88,35,3021020034,03/17/2017,Closed,Cleaning crew dispatched. No graffiti on property.,06/06/2017,991936,190510
23-39 ASTORIA BOULEVARD,QUEENS,01 QUEENS,Precinct 114,22,4008720001,05/01/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/05/2017,1005256,220441
107-12 CROSSBAY BOULEVARD,QUEENS,10 QUEENS,Precinct 106,32,4091600201,04/24/2017,Closed,Cleaning crew dispatched. No graffiti on property.,06/05/2017,1027455,186551
332 ST ANNS AVENUE,BRONX,01 BRONX,Precinct 40,08,2025560001,02/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/02/2017,1007512,234073
652 FRANKLIN AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3011490059,04/03/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/01/2017,996452,185606
3914 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007070042,02/17/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/01/2017,981941,177444
138-62 JAMAICA AVENUE,QUEENS,12 QUEENS,Precinct 103,24,4099750007,03/22/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/31/2017,1035871,195281
1568 WHITE PLAINS ROAD,BRONX,09 BRONX,Precinct 43,18,2039370133,02/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/31/2017,1021919,245223
355 WEST  125 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,09,1019520011,04/20/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/26/2017,997294,234712
449 WEST  125 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,07,1019660046,04/22/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/26/2017,996519,235375
297 LEONARD STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3027620018,04/20/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,05/25/2017,998745,199448
117 STANTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004110054,02/18/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/18/2017,987832,201961
2005 66 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3055560001,03/03/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/02/2017,988113,163588
7802 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3059680041,02/15/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/02/2017,976273,168504
511 85 STREET,BROOKLYN,10 BROOKLYN,Precinct 68,43,3060270001,02/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/14/2017,977249,165846
26 MACOMBS PLACE,MANHATTAN,10 MANHATTAN,Precinct 32,09,1020360001,02/09/2017,Closed,Cleaning crew dispatched. No graffiti on property.,04/14/2017,1001189,240276
4878 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 34,10,1022340020,02/15/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,04/13/2017,1005439,255124
164-10 65 AVENUE,QUEENS,08 QUEENS,Precinct 107,24,4069050037,02/27/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/10/2017,1038528,207752
3 KINGSTON AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018640001,03/08/2017,Closed,Cleaning crew dispatched. No graffiti on property.,04/04/2017,1000556,186939
18 JEFFERSON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1002840011,10/17/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/09/2017,987399,199299
104 FORSYTHE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004180034,10/03/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/09/2017,986256,201062
4219 18 AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,44,3054160007,10/19/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/08/2017,991019,169339
167 MARCUS GARVEY BOULEVARD,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016010002,10/20/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/08/2017,1000906,191605
148 STANTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,02,1003550072,10/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/02/2017,988239,201806
6518 13 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,38,3057530046,08/27/2017,Closed,Cleaning crew dispatched. No graffiti on property.,11/02/2017,983777,167280
150 MANHATTAN AVENUE,MANHATTAN,07 MANHATTAN,Precinct 24,07,1018420047,09/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/01/2017,995025,230440
102 AVENUE O,BROOKLYN,11 BROOKLYN,Precinct 62,44,3065990009,10/04/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/27/2017,989432,161697
806 62 STREET,BROOKLYN,10 BROOKLYN,Precinct 68,38,3057280010,10/11/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/26/2017,981384,170294
142 HENRY STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1002737501,08/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/25/2017,986871,199165
73 RALPH AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,41,3014830010,09/18/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/24/2017,1005422,189834
425 WEST   46 STREET,MANHATTAN,04 MANHATTAN,Precinct 18,03,1010560019,07/26/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/20/2017,986560,216668
852 BAY STREET,STATEN ISLAND,01 STATEN ISLAND,Precinct 120,49,5028390110,09/19/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/17/2017,964268,165801
106 RIVINGTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004110072,09/16/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/17/2017,987580,201583
7601 NEW UTRECHT AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3062360060,08/15/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/16/2017,984191,163275
251 EAST HOUSTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,02,1003550052,07/30/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/13/2017,988343,202282
23 GREENE STREET,MANHATTAN,02 MANHATTAN,Precinct 1,01,1002290032,07/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/06/2017,983537,202031
157 WEST   24 STREET,MANHATTAN,04 MANHATTAN,Precinct 13,03,1008000009,07/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/06/2017,985948,210420
3323 AVENUE N,BROOKLYN,18 BROOKLYN,Precinct 63,45,3076690001,07/18/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/28/2017,1000363,164276
105-07 LIBERTY AVENUE,QUEENS,10 QUEENS,Precinct 106,28,4095090057,07/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/28/2017,1029761,187994
43-06 NATIONAL STREET,QUEENS,04 QUEENS,Precinct 110,21,4016280039,07/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/26/2017,1021993,211366
6109 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3057920007,08/15/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/22/2017,979565,172001
5711 6 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008490005,07/15/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/22/2017,980833,172346
1239 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,45,3052100025,07/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/20/2017,996681,172480
1154 LIBERTY AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3042030020,07/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/01/2017,1021227,186592
836 DEAN STREET,BROOKLYN,08 BROOKLYN,Precinct 77,35,3011400031,07/28/2017,Closed,Cleaning crew dispatched. No graffiti on property.,09/01/2017,994657,186670
576 EAST  165 STREET,BRONX,03 BRONX,Precinct 42,16,2026220005,07/19/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/22/2017,1010095,240114
710 FULTON STREET,BROOKLYN,02 BROOKLYN,Precinct 88,35,3021150010,07/19/2017,Closed,Cleaning crew dispatched. No graffiti on property.,08/18/2017,991572,189193
258 WYCKOFF AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033280035,07/20/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/17/2017,1008445,194479
104 RIVINGTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004110073,07/19/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/11/2017,987558,201592
2356 GRAND CONCOURSE,BRONX,05 BRONX,Precinct 46,15,2031590040,07/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/11/2017,1012168,252211
45 FIRST AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004440034,07/23/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/10/2017,987671,203181
2399 GRAND CONCOURSE,BRONX,05 BRONX,Precinct 46,14,2031650053,07/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/10/2017,1012340,252635
1349 ELDER AVENUE,BRONX,09 BRONX,Precinct 43,17,2038620023,07/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/07/2017,1017453,242474
390 ATKINS AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3040700048,07/18/2017,Closed,Cleaning crew dispatched. No graffiti on property.,08/07/2017,1018182,183108
1081 40 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,39,3055840043,06/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/04/2017,986515,173566
294 5 AVENUE,BROOKLYN,06 BROOKLYN,Precinct 78,39,3009690041,07/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/04/2017,989099,184734
4201 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3009240010,07/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/04/2017,983881,174937
780 LEXINGTON AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,04,1013950156,06/02/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/04/2017,993285,217385
400 EAST   74 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,05,1014680045,07/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/03/2017,996796,219437
449 WEST  125 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,07,1019660046,07/06/2017,Closed,Cleaning crew dispatched. No graffiti on property.,08/03/2017,996519,235375
69 COOPER SQUARE,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004637501,07/10/2017,Closed,Cleaning crew dispatched. No graffiti on property.,08/01/2017,986990,204957
505 DEKALB AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,33,3019270067,04/01/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/28/2017,996236,190941
433 WEST  125 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,07,1019660052,04/22/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/17/2017,996623,235215
79-08 45 AVENUE,QUEENS,04 QUEENS,Precinct 110,25,4015320004,07/16/2017,Closed,Cleaning crew dispatched.  Owner refused.,07/25/2017,1016011,209380
1864 85 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3063440033,08/15/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/15/2017,984062,160437
47 HOWARD STREET,MANHATTAN,02 MANHATTAN,Precinct 1,01,1002310003,08/05/2017,Closed,Cleaning crew dispatched. No graffiti on property.,09/12/2017,983776,201618
798 DEAN STREET,BROOKLYN,08 BROOKLYN,Precinct 77,35,3011400014,05/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/20/2017,994387,186744
42-33 ELBERTSON STREET,QUEENS,04 QUEENS,Precinct 110,25,4015660059,05/05/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/13/2017,1019003,210990
110 OCEAN PARKWAY,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053280010,04/07/2017,Closed,Cleaning crew dispatched. No graffiti on property.,07/06/2017,991117,175254
5612 6 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008400041,05/04/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/29/2017,980987,172551
61 HARRISON AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,33,3022280001,03/28/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/21/2017,997440,196095
80-02 24 AVENUE,QUEENS,03 QUEENS,Precinct 115,22,4010440001,04/25/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/19/2017,1015063,217892
2 WEBSTER PLACE,BROOKLYN,07 BROOKLYN,Precinct 72,39,3010540028,03/27/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/12/2017,987911,180927
87 WEST  119 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,09,1017180106,02/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/08/2017,998847,232035
1325 SHORE PARKWAY,BROOKLYN,11 BROOKLYN,Precinct 62,43,3064630091,03/22/2017,Closed,Cleaning crew dispatched. No graffiti on property.,06/07/2017,981790,158039
25-58 50 STREET,QUEENS,01 QUEENS,Precinct 114,22,4007450056,03/28/2017,Closed,Cleaning crew dispatched. No graffiti on property.,06/05/2017,1010613,217186
145 GRAND STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3023800036,03/22/2017,Closed,Cleaning crew dispatched. No graffiti on property.,05/25/2017,994751,199718
804 ELTON AVENUE,BRONX,01 BRONX,Precinct 40,17,2023800040,02/21/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/12/2017,1008299,238759
2352 HOFFMAN STREET,BRONX,06 BRONX,Precinct 48,15,2030650019,03/02/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/12/2017,1014889,250834
23-94 23 STREET,QUEENS,01 QUEENS,Precinct 114,22,4008760001,03/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/05/2017,1006300,222014
436 EASTERN PARKWAY,BROOKLYN,09 BROOKLYN,Precinct 71,35,3012670021,02/14/2017,Closed,Cleaning crew dispatched. No graffiti on property.,04/04/2017,996985,183396
163 MASPETH AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,34,3028670102,10/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/14/2017,1001817,200400
555 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,39,3010470003,10/04/2017,Closed,Cleaning crew dispatched. No graffiti on property.,11/14/2017,986449,182034
77-14 CYPRESS HILLS STREET,QUEENS,05 QUEENS,Precinct 104,30,4037220015,10/19/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/13/2017,1015291,193806
20-51 36 STREET,QUEENS,01 QUEENS,Precinct 114,22,4008250012,08/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/01/2017,1010475,222264
227 EAST   29 STREET,MANHATTAN,06 MANHATTAN,Precinct 13,02,1009100014,07/07/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,09/29/2017,989888,209709
23-15 93 STREET,QUEENS,03 QUEENS,Precinct 115,21,4010870075,07/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/26/2017,1018294,218914
237 79 STREET,BROOKLYN,10 BROOKLYN,Precinct 68,43,3059680069,07/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/22/2017,975767,168421
86-43 GRAND AVENUE,QUEENS,04 QUEENS,Precinct 110,25,4024770033,06/28/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/05/2017,1017718,207483
107 NORTH    4 STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3023430001,08/03/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/31/2017,995135,200482
1015 INTERVALE AVENUE,BRONX,02 BRONX,Precinct 41,17,2026990038,07/22/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/23/2017,1012793,239388
1437 SHAKESPEARE AVENUE,BRONX,04 BRONX,Precinct 44,16,2028730054,06/15/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/23/2017,1006166,246277
189 WOODPOINT ROAD,BROOKLYN,01 BROOKLYN,Precinct 94,34,3028840101,06/03/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/14/2017,1000320,200244
214B STANHOPE STREET,BROOKLYN,04 BROOKLYN,Precinct 83,37,3032690010,07/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/02/2017,1006274,194515
368 THROOP AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3017810048,05/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/02/2017,1000067,191286
360 SNEDIKER AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3037820130,06/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/27/2017,1011934,182028
44 CARLTON AVENUE,BROOKLYN,02 BROOKLYN,Precinct 88,35,3020300047,06/21/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/12/2017,991579,193114
159 LUDLOW STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004110019,05/31/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/20/2017,987613,201980
141-41 NORTHERN BOULEVARD,QUEENS,07 QUEENS,Precinct 109,20,4050020085,09/27/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/29/2017,1032577,217819
130 STUYVESANT AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016150041,04/21/2017,Closed,Cleaning crew dispatched.  Owner refused.,07/10/2017,1002643,191051
4848 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,11,2051160022,05/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/28/2017,1026035,269596
307 CITY ISLAND AVENUE,BRONX,10 BRONX,Precinct 45,13,2056300030,04/07/2017,Closed,Cleaning crew dispatched. No graffiti on property.,06/21/2017,1043334,247966
345 NOSTRAND AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018087501,04/25/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/13/2017,997903,189369
92-33 168 STREET,QUEENS,12 QUEENS,Precinct 103,27,4102090115,04/27/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/26/2017,1041868,196485
